Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Children ,2019-02-07 07:54:41,00:22:02,Autoplayed: user action: None; ,The Boss Baby: Back in Business: Season 1: Scooter Buskie (Episode 1),,FireTV Stick 2016,00:22:46,Not latest view,GB (United Kingdom)
Children ,2019-02-07 07:32:26,00:22:09,,The Boss Baby: Back in Business: Season 2: Wrinkles & Stinkles (Episode 13),,FireTV Stick 2016,00:22:49,Not latest view,GB (United Kingdom)
Children ,2019-02-06 08:20:04,00:09:11,,Horrid Henry: Season 5: Horrid Henry and the Detention Diva / Horrid Henry and the Red Roof Gang (Episode 7),,FireTV Stick 2016,00:09:51,Not latest view,GB (United Kingdom)
Children ,2019-02-06 07:59:48,00:20:15,Autoplayed: user action: None; ,Horrid Henry: Season 5: Horrid Henry and the Titanic TV / Horrid Henry’s Magic Mayhem (Episode 6),,FireTV Stick 2016,00:20:55,Not latest view,GB (United Kingdom)
Children ,2019-02-06 07:39:01,00:20:42,,Horrid Henry: Season 5: Horrid Henry and the Lucky Thing / Horrid Henry’s Class Action (Episode 5),,FireTV Stick 2016,00:21:28,Not latest view,GB (United Kingdom)
Children ,2019-02-06 07:38:00,00:00:09,,Horrid Henry: Season 5: Horrid Henry and the Lucky Thing / Horrid Henry’s Class Action (Episode 5),,FireTV Stick 2016,00:00:47,Not latest view,GB (United Kingdom)
Children ,2019-02-03 17:41:17,00:09:26,Autoplayed: user action: None; ,Peppa Pig: Season 4: Grandpa Pig’s Computer / Grampy Rabbit’s Lighthouse (Episode 7),,LG 2015 Mstar UHD TV,00:09:42,00:09:42,GB (United Kingdom)
Children ,2019-02-03 16:53:06,00:18:30,Autoplayed: user action: None; ,Peppa Pig: Season 4: Edmond Elephant’s Birthday / The Biggest Muddy Puddle in the World / Santa’s Grotto / Santa’s Visit (Episode 6),,LG 2015 Mstar UHD TV,00:18:46,00:18:46,GB (United Kingdom)
Children ,2019-02-03 16:34:31,00:18:29,Autoplayed: user action: None; ,Peppa Pig: Season 4: Gym Class / The Blackberry Bush / Pottery / Paper Aeroplanes (Episode 5),,LG 2015 Mstar UHD TV,00:18:45,00:18:45,GB (United Kingdom)
Children ,2019-02-03 16:15:57,00:18:30,Autoplayed: user action: None; ,Peppa Pig: Season 4: Champion Daddy Pig / Chatterbox / Mr. Fox’s Van / Chloe’s Big Friends (Episode 4),,LG 2015 Mstar UHD TV,00:18:46,00:18:46,GB (United Kingdom)
Children ,2019-02-03 15:57:17,00:18:30,Autoplayed: user action: None; ,"Peppa Pig: Season 4: Miss Rabbit’s Day Off / The Secret Club / Grampy Rabbit’s Boatyard / Shake, Rattle & Bang (Episode 3)",,LG 2015 Mstar UHD TV,00:18:46,00:18:46,GB (United Kingdom)
Children ,2019-02-03 15:38:44,00:18:30,Autoplayed: user action: None; ,Peppa Pig: Season 4: Hospital / Spring / Miss Rabbit’s Helicopter / Baby Alexander (Episode 2),,LG 2015 Mstar UHD TV,00:18:46,00:18:46,GB (United Kingdom)
Children ,2019-02-03 15:20:11,00:18:30,Autoplayed: user action: None; ,"Peppa Pig: Season 4: Freddy Fox / Whistling / Doctor Hamster’s Tortoise / Sun, Sea & Snow (Episode 1)",,LG 2015 Mstar UHD TV,00:18:46,00:18:46,GB (United Kingdom)
Children ,2019-02-03 15:05:12,00:14:54,Autoplayed: user action: Unspecified; ,Peppa Pig: Season 3: Goldie the Fish / Funfair / Numbers / Digging Up the Road (Episode 6),,LG 2015 Mstar UHD TV,00:18:44,00:18:44,GB (United Kingdom)
Children ,2019-02-02 21:10:25,00:02:20,Autoplayed: user action: None; ,Horrid Henry: Season 5: King Henry the Ninth / Horrid Henry and the 3D Nightmare (Episode 2),,FireTV Stick 2016,00:03:00,Not latest view,GB (United Kingdom)
Children ,2019-02-02 20:49:32,00:20:46,,Horrid Henry: Season 5: Horrid Henry's Uber Homework / Horrid Henry and the Germy Germ (Episode 1),,FireTV Stick 2016,00:21:25,Not latest view,GB (United Kingdom)
Children ,2019-02-02 20:48:30,00:00:03,,Trolls: The Beat Goes On!: Season 5: Dark Side of the Lagoon / Mr. Glittercakes (Episode 4),,FireTV Stick 2016,00:00:03,Not latest view,GB (United Kingdom)
Children ,2019-02-02 20:42:49,00:20:29,Autoplayed: user action: None; ,True: Magical Friends: Season 1: Queens of the Day and Night (Episode 3),,FireTV Stick 2016,00:21:01,Not latest view,GB (United Kingdom)
Children ,2019-02-02 20:25:51,00:21:03,,"Horrid Henry: Season 5: Horrid Henry's Teacher Talk / Horrid Henry and the Good Day, Bad Day (Episode 11)",,FireTV Stick 2016,00:21:38,Not latest view,GB (United Kingdom)
Children ,2019-02-02 20:20:39,00:22:09,Autoplayed: user action: None; ,True: Magical Friends: Season 1: Hino Tari Hullabaloo (Episode 2),,FireTV Stick 2016,00:22:41,Not latest view,GB (United Kingdom)
Children ,2019-02-02 20:19:06,00:06:31,,Horrid Henry: Season 5: Horrid Henry's Girl Talk / Horrid Henry: The Road to Nowhere (Episode 8),,FireTV Stick 2016,00:07:07,Not latest view,GB (United Kingdom)
Children ,2019-02-02 20:07:54,00:10:12,,Little Princess: Season 3: I Want to Sing (Episode 14),,FireTV Stick 2016,00:10:49,Not latest view,GB (United Kingdom)
Children ,2019-02-02 19:57:56,00:22:40,,True: Magical Friends: Season 1: Princess Grizbot (Episode 1),,FireTV Stick 2016,00:22:40,Not latest view,GB (United Kingdom)
Children ,2019-02-02 19:57:18,00:00:16,,Dance & Sing with True: Songs: Little Helpers (Episode 3),,FireTV Stick 2016,00:00:16,Not latest view,GB (United Kingdom)
Children ,2019-02-02 19:55:42,00:10:11,,"Little Princess: Season 2: Can I Have It Back Now, Please? (Episode 32)",,FireTV Stick 2016,00:10:49,00:10:49,GB (United Kingdom)
Children ,2019-02-02 19:55:03,00:02:03,Autoplayed: user action: None; ,Dance & Sing with True: Songs: Super Duper Dance Party (Episode 1),,FireTV Stick 2016,00:02:03,00:02:03,GB (United Kingdom)
Children ,2019-02-02 19:38:18,00:16:39,,Team Umizoomi: Season 2: Ellee the Elephant (Episode 12),,FireTV Stick 2016,00:17:36,00:17:36,GB (United Kingdom)
Children ,2019-02-02 19:32:53,00:22:08,Autoplayed: user action: None; ,True: Magical Friends: Season 1: Fee Fi Fo Frookie (Episode 5),,FireTV Stick 2016,00:22:40,Not latest view,GB (United Kingdom)
Children ,2019-02-02 19:16:41,00:21:36,,Team Umizoomi: Season 2: Umi Fire Truck (Episode 11),,FireTV Stick 2016,00:22:32,00:22:32,GB (United Kingdom)
Children ,2019-02-02 19:09:55,00:22:07,Autoplayed: user action: None; ,True: Magical Friends: Season 1: True Switcheroo (Episode 4),,FireTV Stick 2016,00:22:39,Not latest view,GB (United Kingdom)
Children ,2019-02-02 18:55:36,00:20:54,,Team Umizoomi: Season 2: Milli Saves the Day (Episode 10),,FireTV Stick 2016,00:22:04,00:22:04,GB (United Kingdom)
Children ,2019-02-02 18:55:10,00:00:05,,Team Umizoomi: Season 2: Shark Car (Episode 15),,FireTV Stick 2016,00:01:01,00:01:01,GB (United Kingdom)
Children ,2019-02-02 18:47:44,00:22:09,Autoplayed: user action: None; ,True: Magical Friends: Season 1: Queens of the Day and Night (Episode 3),,FireTV Stick 2016,00:22:42,Not latest view,GB (United Kingdom)
Children ,2019-02-02 18:37:17,00:17:47,,Team Umizoomi: Season 2: The Legend of the Blue Mermaid (Episode 14),,FireTV Stick 2016,00:22:30,00:22:30,GB (United Kingdom)
Children ,2019-02-02 18:35:36,00:00:48,Autoplayed: user action: Unspecified; ,The Boss Baby: Back in Business: Season 2: Number One Problem (Episode 9),,FireTV Stick 2016,00:01:33,Not latest view,GB (United Kingdom)
Children ,2019-02-02 18:25:02,00:22:41,Autoplayed: user action: None; ,True: Magical Friends: Season 1: Hino Tari Hullabaloo (Episode 2),,FireTV Stick 2016,00:22:41,Not latest view,GB (United Kingdom)
Children ,2019-02-02 18:13:23,00:22:11,,The Boss Baby: Back in Business: Season 2: Plushythingy (Episode 8),,FireTV Stick 2016,00:22:49,Not latest view,GB (United Kingdom)
Children ,2019-02-02 18:02:18,00:22:41,,True: Wonderful Wishes: Season 1: Big Mossy Mess (Episode 5),,FireTV Stick 2016,00:22:41,Not latest view,GB (United Kingdom)
Children ,2019-02-02 12:58:50,00:01:17,Autoplayed: user action: None; ,The Boss Baby: Back in Business: Season 2: Plushythingy (Episode 8),,FireTV Stick 2016,00:02:01,Not latest view,GB (United Kingdom)
Children ,2019-02-02 12:36:44,00:22:05,Autoplayed: user action: None; ,The Boss Baby: Back in Business: Season 2: El Apasionado Negocio de la Niñera (Episode 7),,FireTV Stick 2016,00:22:49,Not latest view,GB (United Kingdom)
Children ,2019-02-02 12:17:59,00:18:39,Autoplayed: user action: Unspecified; ,The Boss Baby: Back in Business: Season 2: Fugitive's Day Out (Episode 6),,FireTV Stick 2016,00:22:49,Not latest view,GB (United Kingdom)
Children ,2019-02-01 21:12:32,00:22:09,Autoplayed: user action: None; ,True: Wonderful Wishes: Season 1: Big Mossy Mess (Episode 5),,FireTV Stick 2016,00:22:41,Not latest view,GB (United Kingdom)
Children ,2019-02-01 20:49:50,00:22:40,Autoplayed: user action: None; ,True: Wonderful Wishes: Season 1: Wish Gone Wild (Episode 4),,FireTV Stick 2016,00:22:40,Not latest view,GB (United Kingdom)
Children ,2019-02-01 20:27:40,00:22:09,Autoplayed: user action: None; ,True and the Rainbow Kingdom: The Rainbow Kingdom Part B: A Berry Big Mystery (Episode 5),,FireTV Stick 2016,00:22:41,Not latest view,GB (United Kingdom)
Children ,2019-02-01 20:05:14,00:22:23,Autoplayed: user action: None; ,True and the Rainbow Kingdom: The Rainbow Kingdom Part B: The Kittynati (Episode 4),,FireTV Stick 2016,00:22:55,Not latest view,GB (United Kingdom)
Children ,2019-02-01 19:42:49,00:22:24,Autoplayed: user action: None; ,True and the Rainbow Kingdom: The Rainbow Kingdom Part B: Wishing Heart Hollow (Episode 3),,FireTV Stick 2016,00:22:56,Not latest view,GB (United Kingdom)
Children ,2019-02-01 19:18:58,00:22:23,Autoplayed: user action: Unspecified; ,True and the Rainbow Kingdom: The Rainbow Kingdom Part B: Little Helpers (Episode 2),,FireTV Stick 2016,00:22:56,Not latest view,GB (United Kingdom)
Children ,2019-02-01 19:04:58,00:13:47,Autoplayed: user action: Unspecified; ,True and the Rainbow Kingdom: The Rainbow Kingdom Part B: Great Grizmos! (Episode 1),,FireTV Stick 2016,00:22:55,Not latest view,GB (United Kingdom)
Children ,2019-02-01 18:41:35,00:23:06,,True and the Rainbow Kingdom: The Rainbow Kingdom: A Royal Stink (Episode 5),,FireTV Stick 2016,00:22:57,Not latest view,GB (United Kingdom)
Children ,2019-01-29 19:40:26,00:12:06,,Team Umizoomi: Season 2: Shark Car (Episode 15),,FireTV Stick 2016,00:12:59,Not latest view,GB (United Kingdom)
Children ,2019-01-29 19:39:57,00:00:03,,Team Umizoomi: Season 2: The Incredible Presto (Episode 18),,FireTV Stick 2016,00:12:52,00:12:52,GB (United Kingdom)
Children ,2019-01-29 19:35:51,00:03:52,,Team Umizoomi: Season 2: The Legend of the Blue Mermaid (Episode 14),,FireTV Stick 2016,00:04:44,Not latest view,GB (United Kingdom)
Children ,2019-01-29 19:35:33,00:00:08,,Team Umizoomi: Season 2: The Incredible Presto (Episode 18),,FireTV Stick 2016,00:12:50,Not latest view,GB (United Kingdom)
Children ,2019-01-28 07:52:38,00:20:36,Autoplayed: user action: None; ,Ben & Holly's Little Kingdom: Season 1: Daisy and Poppy / Queen Thistle's Teapot (Episode 3),,UMC Smart TV MSD6486 Smart TV,00:21:12,Not latest view,GB (United Kingdom)
Children ,2019-01-28 07:31:48,00:20:38,Autoplayed: user action: None; ,Ben & Holly's Little Kingdom: Season 1: Holly's Magic Wand / The Elf Farm (Episode 2),,UMC Smart TV MSD6486 Smart TV,00:21:14,Not latest view,GB (United Kingdom)
Children ,2019-01-28 07:18:40,00:12:54,Autoplayed: user action: Unspecified; ,Ben & Holly's Little Kingdom: Season 1: The Royal Fairy Picnic / Gaston the Ladybird (Episode 1),,UMC Smart TV MSD6486 Smart TV,00:21:14,Not latest view,GB (United Kingdom)
Children ,2019-01-28 07:18:19,00:00:04,,Peppa Pig: Season 3: Goldie the Fish / Funfair / Numbers / Digging Up the Road (Episode 6),,UMC Smart TV MSD6486 Smart TV,00:03:50,Not latest view,GB (United Kingdom)
Children ,2019-01-27 17:10:19,00:08:20,,Ben & Holly's Little Kingdom: Season 1: The Royal Fairy Picnic / Gaston the Ladybird (Episode 1),,UMC Smart TV MSD6486 Smart TV,00:08:20,Not latest view,GB (United Kingdom)
Children ,2019-01-27 13:43:53,00:07:30,Autoplayed: user action: Unspecified; ,Little Princess: Season 2: I Want Baked Beans (Episode 31),,FireTV Stick 2014,00:08:12,00:08:12,GB (United Kingdom)
Children ,2019-01-27 13:33:24,00:10:23,Autoplayed: user action: None; ,Little Princess: Season 2: I Don't Want to Miss It (Episode 30),,FireTV Stick 2014,00:11:05,00:11:05,GB (United Kingdom)
Children ,2019-01-27 13:22:04,00:10:33,,Little Princess: Season 2: I Want My Sheep (Episode 29),,FireTV Stick 2014,00:11:06,Not latest view,GB (United Kingdom)
Children ,2019-01-27 11:29:20,00:00:01,Autoplayed: user action: None; ,Trolls: The Beat Goes On!: Season 5: Dark Side of the Lagoon / Mr. Glittercakes (Episode 4),,UMC Smart TV MSD6486 Smart TV,00:00:45,Not latest view,GB (United Kingdom)
Children ,2019-01-27 11:06:57,00:22:19,Autoplayed: user action: None; ,Trolls: The Beat Goes On!: Season 5: Glitter Loss / New Anthem (Episode 3),,UMC Smart TV MSD6486 Smart TV,00:23:04,00:23:04,GB (United Kingdom)
Children ,2019-01-27 10:44:34,00:22:19,Autoplayed: user action: None; ,Trolls: The Beat Goes On!: Season 5: Don't Worry Be Peppy / Two's a Cloud (Episode 2),,UMC Smart TV MSD6486 Smart TV,00:23:03,00:23:03,GB (United Kingdom)
Children ,2019-01-27 10:21:55,00:22:28,Autoplayed: user action: Unspecified; ,Trolls: The Beat Goes On!: Season 5: Wormhole / Ear Worm (Episode 1),,UMC Smart TV MSD6486 Smart TV,00:23:03,00:23:03,GB (United Kingdom)
Children ,2019-01-27 09:19:02,00:03:31,Autoplayed: user action: None; ,Peppa Pig: Season 3: Goldie the Fish / Funfair / Numbers / Digging Up the Road (Episode 6),,UMC Smart TV MSD6486 Smart TV,00:03:47,Not latest view,GB (United Kingdom)
Children ,2019-01-27 09:00:34,00:18:25,Autoplayed: user action: None; ,Peppa Pig: Season 3: Granny Pig’s Chickens / Talent Day / A Trip to the Moon / Grandpa at the Playground (Episode 5),,UMC Smart TV MSD6486 Smart TV,00:18:47,00:18:47,GB (United Kingdom)
Children ,2019-01-27 08:42:06,00:18:24,Autoplayed: user action: None; ,Peppa Pig: Season 3: Teddy Playgroup / Danny’s Pirate Party / Mr. Potato Comes to Town / The Train Ride (Episode 4),,UMC Smart TV MSD6486 Smart TV,00:18:40,Not latest view,GB (United Kingdom)
Children ,2019-01-27 08:23:32,00:18:26,Autoplayed: user action: Unspecified; ,Peppa Pig: Season 3: Polly’s Boat Trip / Delphine Donkey / The Fire Engine / Princess Peppa (Episode 3),,UMC Smart TV MSD6486 Smart TV,00:18:43,Not latest view,GB (United Kingdom)
Children ,2019-01-27 08:05:06,00:18:18,,Peppa Pig: Season 3: The Camping Holiday / Grandpa’s Compost Heap / Richard Rabbit Comes to Play / Fun Run / Washing (Episode 2),,UMC Smart TV MSD6486 Smart TV,00:23:12,Not latest view,GB (United Kingdom)
Children ,2019-01-25 08:56:02,00:06:04,Autoplayed: user action: None; ,True and the Rainbow Kingdom: The Rainbow Kingdom: A Royal Stink (Episode 5),,FireTV Stick 2016,00:06:36,Not latest view,GB (United Kingdom)
Children ,2019-01-25 08:43:01,00:12:58,Autoplayed: user action: Unspecified; ,True and the Rainbow Kingdom: The Rainbow Kingdom: Zip Zap Zooooom! (Episode 4),,FireTV Stick 2016,00:22:56,Not latest view,GB (United Kingdom)
Children ,2019-01-20 14:56:30,01:42:55,Autoplayed: user action: Unspecified; ,Sing,,LG 2015 Mstar UHD TV,01:42:55,Not latest view,GB (United Kingdom)
Children ,2019-01-20 10:31:17,00:03:28,Autoplayed: user action: None; ,The Boss Baby: Back in Business: Season 2: Fugitive's Day Out (Episode 6),,LG 2015 Mstar UHD TV,00:04:12,Not latest view,GB (United Kingdom)
Children ,2019-01-20 10:09:10,00:22:04,Autoplayed: user action: None; ,The Boss Baby: Back in Business: Season 2: Night of the Frodarg (Episode 5),,LG 2015 Mstar UHD TV,00:22:48,Not latest view,GB (United Kingdom)
Children ,2019-01-20 09:46:18,00:22:47,Autoplayed: user action: Unspecified; ,"The Boss Baby: Back in Business: Season 2: Hush, Little Baby (Episode 4)",,LG 2015 Mstar UHD TV,00:22:47,Not latest view,GB (United Kingdom)
Children ,2019-01-20 09:01:03,00:20:39,Autoplayed: user action: None; ,Ben & Holly's Little Kingdom: Season 1: Snow / The North Pole (Episode 26),,LG 2015 Mstar UHD TV,00:21:15,Not latest view,GB (United Kingdom)
Children ,2019-01-20 08:49:23,00:11:30,Autoplayed: user action: Unspecified; ,Ben & Holly's Little Kingdom: Season 1: The Elf Factory / Acorn Day (Episode 25),,LG 2015 Mstar UHD TV,00:21:14,Not latest view,GB (United Kingdom)
Children ,2019-01-18 08:16:57,00:09:30,Autoplayed: user action: Unspecified; ,True and the Rainbow Kingdom: The Rainbow Kingdom: Zip Zap Zooooom! (Episode 4),,FireTV Stick 2016,00:10:00,Not latest view,GB (United Kingdom)
Children ,2019-01-17 08:19:04,00:11:47,Autoplayed: user action: None; ,Team Umizoomi: Season 2: The Incredible Presto (Episode 18),,FireTV Stick 2016,00:12:43,Not latest view,GB (United Kingdom)
Children ,2019-01-17 07:58:12,00:20:50,Autoplayed: user action: None; ,Team Umizoomi: Season 2: Buster the Lost Dog (Episode 17),,FireTV Stick 2016,00:21:46,00:21:46,GB (United Kingdom)
Children ,2019-01-17 07:46:18,00:11:50,Autoplayed: user action: Unspecified; ,Team Umizoomi: Season 2: Umi Toy Store (Episode 16),,FireTV Stick 2016,00:22:45,00:22:45,GB (United Kingdom)
Children ,2019-01-14 20:12:28,00:22:50,,True and the Rainbow Kingdom: The Rainbow Kingdom: Zappy Cling! (Episode 3),,FireTV Stick 2016,00:22:50,Not latest view,GB (United Kingdom)
Children ,2019-01-14 08:22:21,00:09:09,Autoplayed: user action: None; ,Ben & Holly's Little Kingdom: Season 1: The Elf Factory / Acorn Day (Episode 25),,UMC Smart TV MSD6486 Smart TV,00:09:45,Not latest view,GB (United Kingdom)
Children ,2019-01-14 08:08:41,00:10:02,,Team Umizoomi: Season 2: Umi Toy Store (Episode 16),,FireTV Stick 2016,00:10:56,Not latest view,GB (United Kingdom)
Children ,2019-01-14 08:01:31,00:20:39,Autoplayed: user action: None; ,Ben & Holly's Little Kingdom: Season 1: Visiting The Marigolds / The Party (Episode 24),,UMC Smart TV MSD6486 Smart TV,00:21:15,Not latest view,GB (United Kingdom)
Children ,2019-01-14 07:48:22,00:20:16,Autoplayed: user action: Unspecified; ,Team Umizoomi: Season 2: Shark Car (Episode 15),,FireTV Stick 2016,00:21:08,Not latest view,GB (United Kingdom)
Children ,2019-01-14 07:40:40,00:20:38,Autoplayed: user action: None; ,Ben & Holly's Little Kingdom: Season 1: Lucy's Picnic / The Elf Submarine (Episode 23),,UMC Smart TV MSD6486 Smart TV,00:21:14,Not latest view,GB (United Kingdom)
Children ,2019-01-14 07:35:34,00:04:48,,Ben & Holly's Little Kingdom: Season 1: The Elf Rocket / The Picnic on the Moon (Episode 22),,UMC Smart TV MSD6486 Smart TV,00:21:14,Not latest view,GB (United Kingdom)
Children ,2019-01-13 20:05:12,00:00:03,,Little Baby Bum: Nursery Rhyme Friends: Season 1: Little Baby Bum: Nursery Rhymes - Greatest Hits Volume 3 (Episode 3),,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:03,Not latest view,GB (United Kingdom)
Children ,2019-01-13 18:36:45,01:01:05,,Little Baby Bum: Nursery Rhyme Friends: Season 1: Little Baby Bum: Nursery Rhymes - Greatest Hits Volume 3 (Episode 3),,Apple iPad 5th Gen (Wi-Fi) iPad,01:01:05,Not latest view,GB (United Kingdom)
Children ,2019-01-13 12:21:08,00:18:14,,Little Baby Bum: Nursery Rhyme Friends: Season 1: Little Baby Bum: Nursery Rhymes - Greatest Hits Volume 2 (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:18:14,Not latest view,GB (United Kingdom)
Children ,2019-01-13 12:14:01,00:06:58,,Little Baby Bum: Nursery Rhyme Friends: Season 1: Little Baby Bum: Nursery Rhymes - Greatest Hits Volume 2 (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,01:00:04,Not latest view,GB (United Kingdom)
Children ,2019-01-13 11:38:35,00:00:14,,Hey Duggee: Season 1: The Acorn Badge (Episode 24),,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:52,Not latest view,GB (United Kingdom)
Children ,2019-01-13 11:32:00,00:06:25,,Hey Duggee: Season 1: The Raindance Badge (Episode 23),,Apple iPad 5th Gen (Wi-Fi) iPad,00:06:54,Not latest view,GB (United Kingdom)
Children ,2019-01-13 11:04:44,00:06:15,,Hey Duggee: Season 1: The Maze Badge (Episode 22),,Apple iPad 5th Gen (Wi-Fi) iPad,00:06:54,Not latest view,GB (United Kingdom)
Children ,2019-01-13 10:58:21,00:06:17,Autoplayed: user action: None; ,Hey Duggee: Season 1: The Hiccup Badge (Episode 21),,Apple iPad 5th Gen (Wi-Fi) iPad,00:06:55,Not latest view,GB (United Kingdom)
Children ,2019-01-13 10:51:00,00:07:00,,Hey Duggee: Season 1: The Get Well Soon Badge (Episode 20),,Apple iPad 5th Gen (Wi-Fi) iPad,00:07:02,Not latest view,GB (United Kingdom)
Children ,2019-01-13 09:41:08,00:11:45,Autoplayed: user action: Unspecified; ,True: Wonderful Wishes: Season 1: Wish Gone Wild (Episode 4),,FireTV Stick 2016,00:12:17,Not latest view,GB (United Kingdom)
Children ,2019-01-13 09:18:50,00:22:13,Autoplayed: user action: Unspecified; ,True: Wonderful Wishes: Season 1: Woo-Woo Sky Blubbs (Episode 3),,FireTV Stick 2016,00:22:41,Not latest view,GB (United Kingdom)
Children ,2019-01-13 09:18:42,00:00:04,Autoplayed: user action: None; ,Dance & Sing with True: Songs: Super Duper Dance Party (Episode 1),,FireTV Stick 2016,00:00:04,Not latest view,GB (United Kingdom)
Children ,2019-01-13 09:18:26,00:00:10,,Dance & Sing with True: Songs: Super Duper Dance Party (Episode 1),,FireTV Stick 2016,00:00:10,Not latest view,GB (United Kingdom)
Children ,2019-01-13 09:17:45,00:00:14,Autoplayed: user action: Unspecified; ,Dance & Sing with True: Songs: Super Duper Dance Party (Episode 1),,FireTV Stick 2016,00:00:08,Not latest view,GB (United Kingdom)
Children ,2019-01-13 09:16:08,00:01:31,Autoplayed: user action: Unspecified; ,Dance & Sing with True: Songs: Super Duper Dance Party (Episode 1),,FireTV Stick 2016,00:01:28,Not latest view,GB (United Kingdom)
Children ,2019-01-13 08:20:09,00:21:42,,Team Umizoomi: Season 2: The Legend of the Blue Mermaid (Episode 14),,FireTV Stick 2016,00:22:30,Not latest view,GB (United Kingdom)
Children ,2019-01-13 07:59:27,00:20:39,,Team Umizoomi: Season 2: Umi Egg Hunt (Episode 13),,FireTV Stick 2016,00:21:32,00:21:32,GB (United Kingdom)
Children ,2019-01-13 07:58:47,00:00:34,,Team Umizoomi: Season 2: Umi Fire Truck (Episode 11),,FireTV Stick 2016,00:01:30,Not latest view,GB (United Kingdom)
Children ,2019-01-12 19:56:09,00:00:01,,Team Umizoomi: Season 2: Umi Fire Truck (Episode 11),,FireTV Stick 2016,00:00:57,Not latest view,GB (United Kingdom)
Children ,2019-01-12 19:42:11,00:11:17,Autoplayed: user action: Unspecified; ,Daniel Tiger's Neighbourhood: Season 2: Time for Daniel / There's Time for Daniel and Baby Too (Episode 3),,FireTV Stick 2016,00:11:16,00:11:16,GB (United Kingdom)
Children ,2019-01-12 19:34:49,00:21:08,,Team Umizoomi: Season 2: Milli Saves the Day (Episode 10),,FireTV Stick 2016,00:22:02,Not latest view,GB (United Kingdom)
Children ,2019-01-12 19:24:17,00:10:08,,Little Princess: Season 2: I Want to Go On Holiday (Episode 28),,FireTV Stick 2016,00:10:47,Not latest view,GB (United Kingdom)
Children ,2019-01-12 19:23:55,00:00:05,,Little Princess: Season 2: I Don't Want to Dance (Episode 27),,FireTV Stick 2016,00:00:45,Not latest view,GB (United Kingdom)
Children ,2019-01-12 19:22:03,00:19:58,Autoplayed: user action: None; ,True: Wonderful Wishes: Season 1: Woo-Woo Sky Blubbs (Episode 3),,FireTV Stick 2016,00:20:30,Not latest view,GB (United Kingdom)
Children ,2019-01-12 19:13:42,00:10:11,,Little Princess: Season 2: I Want to Do a Show (Episode 26),,FireTV Stick 2016,00:10:49,Not latest view,GB (United Kingdom)
Children ,2019-01-12 19:13:34,00:00:02,,Little Princess: Season 2: I Want to Play Football (Episode 24),,FireTV Stick 2016,00:00:02,00:00:02,GB (United Kingdom)
Children ,2019-01-12 19:07:33,00:25:10,,Little Baby Bum: Nursery Rhyme Friends: Season 1: Little Baby Bum: Nursery Rhymes - Greatest Hits Volume 2 (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:53:06,Not latest view,GB (United Kingdom)
Children ,2019-01-12 19:00:57,00:10:08,,Little Princess: Season 2: I Want My Sheep (Episode 29),,FireTV Stick 2016,00:10:47,Not latest view,GB (United Kingdom)
Children ,2019-01-12 18:59:21,00:22:40,,True: Wonderful Wishes: Season 1: Cosmic Sneeze (Episode 2),,FireTV Stick 2016,00:22:40,Not latest view,GB (United Kingdom)
Children ,2019-01-12 17:47:33,00:27:45,,Little Baby Bum: Nursery Rhyme Friends: Season 1: Little Baby Bum: Nursery Rhymes - Greatest Hits Volume 2 (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:27:56,Not latest view,GB (United Kingdom)
Children ,2019-01-12 17:36:11,00:09:32,,True and the Rainbow Kingdom: The Rainbow Kingdom: Zappy Cling! (Episode 3),,Apple iPad 5th Gen (Wi-Fi) iPad,00:09:59,Not latest view,GB (United Kingdom)
Children ,2019-01-12 17:34:16,00:00:03,,Ben & Holly's Little Kingdom: Season 1: The Elf Factory / Acorn Day (Episode 25),,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:33,Not latest view,GB (United Kingdom)
Children ,2019-01-12 15:07:23,00:00:06,Autoplayed: user action: None; ,"The Boss Baby: Back in Business: Season 2: Hush, Little Baby (Episode 4)",,FireTV Stick 2016,00:00:50,Not latest view,GB (United Kingdom)
Children ,2019-01-12 14:44:32,00:22:49,Autoplayed: user action: Unspecified; ,The Boss Baby: Back in Business: Season 2: P.U. (Episode 3),,FireTV Stick 2016,00:22:49,Not latest view,GB (United Kingdom)
Children ,2019-01-12 14:23:38,00:20:25,,Horrid Henry: Season 5: Horrid Henry and the Titanic TV / Horrid Henry’s Magic Mayhem (Episode 6),,FireTV Stick 2016,00:21:02,Not latest view,GB (United Kingdom)
Children ,2019-01-12 14:02:36,00:20:36,,Horrid Henry: Season 5: Horrid Henry's Uber Homework / Horrid Henry and the Germy Germ (Episode 1),,FireTV Stick 2016,00:21:13,Not latest view,GB (United Kingdom)
Children ,2019-01-11 21:52:16,00:15:50,,Ben & Holly's Little Kingdom: Season 1: The Elf Rocket / The Picnic on the Moon (Episode 22),,Apple iPad 5th Gen (Wi-Fi) iPad,00:16:27,Not latest view,GB (United Kingdom)
